entity,count,IUPACname,cid
PINOCEMBRIN,2,"(2S)-5,7-dihydroxy-2-phenyl-2,3-dihydrochromen-4-one",68071
PIPERACILLIN/TAZOBACTAM,2,"(2S,5R,6R)-6-[[(2R)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid;(2S,3S,5R)-3-methyl-4,4,7-trioxo-3-(triazol-1-ylmethyl)-4lambda6-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",9918881
PIPERAQUINE,2,7-chloro-4-[4-[3-[4-(7-chloroquinolin-4-yl)piperazin-1-yl]propyl]piperazin-1-yl]quinoline,122262
POTASSIUM DIFORMATE,2,potassium;formic acid;formate,23690708
PROFENOFOS,2,4-bromo-2-chloro-1-[ethoxy(propylsulfanyl)phosphoryl]oxybenzene,38779
PROCYANIDIN B2,2,"(2R,3R)-2-(3,4-dihydroxyphenyl)-8-[(2R,3R,4R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol",122738
PRISTIMERIN,2,"methyl (2R,4aS,6aR,6aS,14aS,14bR)-10-hydroxy-2,4a,6a,6a,9,14a-hexamethyl-11-oxo-1,3,4,5,6,13,14,14b-octahydropicene-2-carboxylate",159516
PROPIDIUM IODIDE,2,"3-(3,8-diamino-6-phenylphenanthridin-5-ium-5-yl)propyl-diethyl-methylazanium;diiodide",104981
PROPIONYL-COA,2,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] propanethioate",92753
PREGNENOLONE,2,"1-[(3S,8S,9S,10R,13S,14S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanone",8955
POTASSIUM PHOSPHATE,2,tripotassium;phosphate,62657
POTASSIUM OXAZINATE,2,potassium;2H-oxazine-3-carboxylate,141038368
POTASSIUM OXALATE,2,dipotassium;oxalate,11413
PPBS,2,"potassium;1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",23675274
PPCA,2,"2-[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]ethyl-phosphonooxyphosphinic acid",21120609
PPU,2,"[(2S,3S,4R,5R)-3-[[(2S)-2-amino-3-(4-methoxyphenyl)propanoyl]amino]-5-[6-(dimethylamino)purin-9-yl]-4-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",446782
PQQ DISODIUM SALT,2,"disodium;4,5-dioxo-1H-pyrrolo[2,3-f]quinoline-2,7,9-tricarboxylate;hydron",91864988
RIBONIC ACID,2,"(2R,3R,4R)-2,3,4,5-tetrahydroxypentanoic acid",5460677
SN2+,2,tin(2+),104883
SODIUM CARBOXYMETHYL CELLULOSE,2,"sodium;2,3,4,5,6-pentahydroxyhexanal;acetate",23706213
SODIUM BISULFATE,2,sodium;hydrogen sulfate,516919
SODIUM BISMUTHATE,2,sodium;oxido(dioxo)bismuth,4063671
SL,2,(2S)-2-[[(2S)-2-amino-3-hydroxypropanoyl]amino]-4-methylpentanoic acid,7015695
SK,2,(2S)-6-amino-2-[[(2S)-2-amino-3-hydroxypropanoyl]amino]hexanoic acid,16122513
SIBUTRAMINE HYDROCHLORIDE,2,"1-[1-(4-chlorophenyl)cyclobutyl]-N,N,3-trimethylbutan-1-amine;hydrochloride",64764
SHIKONIN,2,"5,8-dihydroxy-2-[(1R)-1-hydroxy-4-methylpent-3-enyl]naphthalene-1,4-dione",479503
SPIROFLUORENE,2,"ethyl 1-acetyl-2',7'-dibromo-2,6-dimethylidenespiro[cyclohexane-4,9'-fluorene]-1-carboxylate",101472931
SQ22536,2,9-(oxolan-2-yl)purin-6-amine,5270
STEARIDONIC ACID,2,"(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoic acid",5312508
SODIUM PYROPHOSPHATE,2,tetrasodium;phosphonato phosphate,24403
SODIUM PROPIONATE,2,sodium;propanoate,2723816
SODIUM MONOIODOACETATE,2,sodium;2-iodoacetate,5239
SODIUM THIOSULFATE,2,disodium;dioxido-oxo-sulfanylidene-lambda6-sulfane,24477
SOE,2,"(2R,3S,4R,5S)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",441484
SOLID RED A,2,sodium;4-[(2-hydroxynaphthalen-1-yl)diazenyl]naphthalene-1-sulfonate,135465069
RUBIADIN,2,"1,3-dihydroxy-2-methylanthracene-9,10-dione",124062
RPG,2,"7-[(1R,2R,3S)-2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxo-3-sulfanylcyclopentyl]heptanoic acid",135397720
S-METHYLCYSTEINE,2,(2R)-2-amino-3-methylsulfanylpropanoic acid,24417
S3I-201,2,2-hydroxy-4-[[2-(4-methylphenyl)sulfonyloxyacetyl]amino]benzoic acid,252682
S-NITROSOGLUTATHIONE,2,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-3-nitrososulfanyl-1-oxopropan-2-yl]amino]-5-oxopentanoic acid,104858
S-METHYLISOTHIOUREA,2,methyl carbamimidothioate,5142
RUXOLITINIB,2,"(3R)-3-cyclopentyl-3-[4-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)pyrazol-1-yl]propanenitrile",25126798
S-ADENOSYL METHIONINE,2,"[(3S)-3-amino-3-carboxypropyl]-[[(2S,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl]-methylsulfanium",34756
RVD1,2,"(4Z,7S,8R,9E,11E,13Z,15E,17S,19Z)-7,8,17-trihydroxydocosa-4,9,11,13,15,19-hexaenoic acid",44251266
RVA,2,3-[(Z)-1-carboxy-2-phenylethenoxy]-2-hydroxybenzoic acid,46934154
RP,2,(2S)-1-[(2S)-2-amino-5-(diaminomethylideneamino)pentanoyl]pyrrolidine-2-carboxylic acid,151003
RISEDRONATE,2,(1-hydroxy-1-phosphono-2-pyridin-3-ylethyl)phosphonic acid,5245
RLP,2,"3-[2,4,7-trioxo-8-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-1H-pteridin-6-yl]propanoic acid",185679
ROXITHROMYCIN,2,"(3R,4S,5S,6R,7R,9R,10E,11S,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-10-(2-methoxyethoxymethoxyimino)-3,5,7,9,11,13-hexamethyl-oxacyclotetradecan-2-one",6915744
RILUZOLE,2,"6-(trifluoromethoxy)-1,3-benzothiazol-2-amine",5070
ROSIGLITAZONE,2,"5-[[4-[2-[methyl(pyridin-2-yl)amino]ethoxy]phenyl]methyl]-1,3-thiazolidine-2,4-dione",77999
ROTUNDIC ACID,2,"(1R,2R,4aS,6aR,6aS,6bR,8aR,9R,10S,12aR,14bS)-1,10-dihydroxy-9-(hydroxymethyl)-1,2,6a,6b,9,12a-hexamethyl-2,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",12315075
SELENITE,2,selenite,1090
SEBACIC ACID,2,decanedioic acid,5192
SESQUITERPENES,2,"(3R,3aS,5aR,9bR)-3,5a,9-trimethyl-3a,4,5,9b-tetrahydro-3H-benzo[g][1]benzofuran-2,8-dione",667450
SCOPOLIN,2,"6-methoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one",439514
SALICYLALDEHYDE,2,2-hydroxybenzaldehyde,6998
SBE,2,"2,2-dihydroxy-1,3-dioxa-2-boranuidacyclopentane",448523
BH,2,bohrium,56951713
BFT,2,S-[4-[(4-amino-2-methylpyrimidin-5-yl)methyl-formylamino]-1-phosphonooxypentan-3-yl] benzenecarbothioate,9549244
BIPYRIDYL,2,2-pyridin-2-ylpyridine,1474
BIGUANIDES,2,1-(diaminomethylidene)guanidine,5939
BENZNIDAZOLE,2,N-benzyl-2-(2-nitroimidazol-1-yl)acetamide,31593
BERBERRUBINE,2,"17-methoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaen-16-ol;chloride",72703
BENZYL ISOTHIOCYANATE,2,isothiocyanatomethylbenzene,2346
BISACURONE,2,"(6S)-6-[(1R,4S,5S)-4,5-dihydroxy-4-methylcyclohex-2-en-1-yl]-2-methylhept-2-en-4-one",14287397
BISCUITS,2,"6-(dimethylamino)-4,4-diphenylheptan-3-one;hydrochloride",14184
BISDEMETHOXYCURCUMIN,2,"(1E,6E)-1,7-bis(4-hydroxyphenyl)hepta-1,6-diene-3,5-dione",5315472
BROMIDE,2,bromide,259
BRADYZIDE,2,(2S)-1-[4-[2-(benzhydrylcarbamothioyl)hydrazinyl]-3-nitrophenyl]sulfonyl-N-[2-[2-(dimethylamino)ethyl-methylamino]ethyl]pyrrolidine-2-carboxamide,5312119
BROMHEXINE HYDROCHLORIDE,2,"2,4-dibromo-6-[[cyclohexyl(methyl)amino]methyl]aniline;hydrochloride",5702220
BROMOACETIC ACID,2,2-bromoacetic acid,6227
BSO,2,2-amino-4-(butylsulfonimidoyl)butanoic acid,21157
BRUSATOL,2,"methyl (1R,2S,3R,6R,8R,13S,14R,15R,16S,17S)-10,15,16-trihydroxy-9,13-dimethyl-3-(3-methylbut-2-enoyloxy)-4,11-dioxo-5,18-dioxapentacyclo[12.5.0.01,6.02,17.08,13]nonadec-9-ene-17-carboxylate",73432
BROMOPHENOL BLUE,2,"2,6-dibromo-4-[3-(3,5-dibromo-4-hydroxyphenyl)-1,1-dioxo-2,1lambda6-benzoxathiol-3-yl]phenol",8272
BMCP,2,"(4S)-4-amino-5-[[(2R)-1-(carboxymethylamino)-3-[2-[[(2S)-2,5-diaminopentanoyl]amino]-4-methoxy-5-[(1-methylpiperidin-4-yl)carbamoyl]phenyl]sulfanyl-1-oxopropan-2-yl]amino]-5-oxopentanoic acid",3083126
BLG,2,"2-[[(2S,4S,5R)-4-[(2R,3R,4R,5S,6R)-3-acetamido-4-hydroxy-6-(hydroxymethyl)-5-sulfooxyoxan-2-yl]oxy-5-(hydroxymethyl)pyrrolidine-2-carbonyl]amino]ethanesulfonic acid",444940
BLEOMYCIN,2,"3-[[2-[2-[2-[[(2S,3R)-2-[[(2S,3S,4R)-4-[[(2S,3R)-2-[[6-amino-2-[(1S)-3-amino-1-[[(2S)-2,3-diamino-3-oxopropyl]amino]-3-oxopropyl]-5-methylpyrimidine-4-carbonyl]amino]-3-[3-[4-carbamoyloxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxy-2-methylpentanoyl]amino]-3-hydroxybutanoyl]amino]ethyl]-1,3-thiazol-4-yl]-1,3-thiazole-4-carbonyl]amino]propyl-dimethylsulfanium",5360373
BMG,2,"(2S,3R)-2-[(1S,2R)-1-carboxy-2-hydroxypropyl]-4-[[(6R)-6,7-dihydro-5H-pyrazolo[1,2-a][1,2,4]triazol-4-ium-6-yl]sulfanyl]-3-methyl-2,3-dihydro-1H-pyrrole-5-carboxylic acid",24762196
BMS309403,2,"2-[3-[2-(5-ethyl-3,4-diphenylpyrazol-1-yl)phenyl]phenoxy]acetic acid",16122583
BORON CARBIDE,2,"2,3,4,5-tetraboratetracyclo[2.1.0.01,3.02,5]pentane",123279
ASPERULOSIDIC ACID,2,"(1S,4aS,5S,7aS)-7-(acetyloxymethyl)-5-hydroxy-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-carboxylic acid",11968867
ASPARTYLPHENYLALANINE,2,(3S)-3-amino-4-[[(1S)-1-carboxy-2-phenylethyl]amino]-4-oxobutanoic acid,93078
ATHEROSPERMIDINE,2,"7-methoxy-3,5-dioxa-11-azapentacyclo[10.7.1.02,6.08,20.014,19]icosa-1,6,8(20),9,11,14,16,18-octaen-13-one",77514
"ATAZANAVIR, DR7",2,"methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",148192
"APIGETRIN, APIGENIN-7-O-GLUCOSIDE",2,"5-hydroxy-2-(4-hydroxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",5280704
"ARACHIDIC ACID, EICOSANOIC ACID",2,icosanoic acid,10467
ARJUNOLIC ACID,2,"(4aS,6aR,6aS,6bR,8aR,9R,10R,11R,12aR,14bS)-10,11-dihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",73641
BARBITURATE,2,"1,3-diazinane-2,4,6-trione",6211
AU-SIO2,2,dioxosilane;gold,129643657
BCCP,2,"tert-butyl (2S,4S)-4-dicyclohexylphosphanyl-2-(dicyclohexylphosphanylmethyl)pyrrolidine-1-carboxylate",13715967
BC 007,2,"[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-2-[[[(2R,3S,5R)-2-[[[(2R,3S,5R)-2-[[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-2-[[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-2-[[[(2R,3S,5R)-2-[[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-2-[[[(2R,3S,5R)-2-[[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-2-[[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-2-[[[(2R,3S,5R)-2-[[[(2R,3S,5R)-2-[[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-2-[[[(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-2-(hydroxymethyl)oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-3-yl]oxy-hydroxyphosphoryl]oxymethyl]oxolan-3-yl] [(2R,3S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3-phosphonooxyoxolan-2-yl]methyl hydrogen phosphate",134160274
BC,2,"(17S,18S,19S)-pentacyclo[12.8.0.02,7.08,13.015,20]docosa-1(14),2,4,6,8,10,12,15(20),21-nonaene-17,18,19-triol",16740968
BACITRACIN METHYLENE DISALICYLATE,2,"(4R)-5-[[(2S,3S)-1-[[(2S)-6-amino-1-[[(2R)-5-amino-1-[[(2S,3S)-1-[[(2R)-1-[[(2S)-1-[[(2R)-1-[[(1S)-3-amino-1-carboxy-3-oxopropyl]amino]-3-carboxy-1-oxopropan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-1-oxopentan-2-yl]amino]-1-oxohexan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-4-[[(2S)-2-[[2-(1-amino-2-methylbutyl)-4,5-dihydro-1,3-thiazole-4-carbonyl]amino]-4-methylpentanoyl]amino]-5-oxopentanoic acid;(2-hydroxybenzoyl)oxymethyl 2-hydroxybenzoate",11980094
AY,2,(2S)-2-[[(2S)-2-aminopropanoyl]amino]-3-(4-hydroxyphenyl)propanoic acid,92946
AUE,2,"6-(3-chlorophenyl)pteridine-2,4,7-triamine",118987042
AU0,2,"4-[(4S,5R)-4-(4-chlorophenyl)-5-(3,4-dichlorophenyl)-2-(4-methoxy-2-propan-2-yloxyphenyl)imidazolidine-1-carbonyl]piperazin-2-one;chloride",165180670
AZOXYMETHANE,2,methyl-methylimino-oxidoazanium,33184
B2,2,(4-chlorophenyl)-[4-(8-nitroquinolin-5-yl)piperazin-1-yl]methanone,3953303
B9,2,"4-[(1S,3aS,5aR,5bR,7aS,9R,11aS,11bR,13aR,13bR)-3a-[[2-(dimethylamino)acetyl]amino]-5a,5b,8,8,11a-pentamethyl-1-propan-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysen-9-yl]benzoic acid",134816156
BTDS,2,[(E)-4-[(4-amino-2-methylpyrimidin-5-yl)methyl-formylamino]-3-[[(E)-2-[(4-amino-2-methylpyrimidin-5-yl)methyl-formylamino]-5-benzoyloxypent-2-en-3-yl]disulfanyl]pent-3-enyl] benzoate,3034022
BTL,2,trimethyl(2-oxoethyl)azanium,249
"CFB, CLOFARABINE",2,"(2R,3R,4S,5R)-5-(6-amino-2-chloropurin-9-yl)-4-fluoro-2-(hydroxymethyl)oxolan-3-ol",119182
"CETYLTRIMETHYLAMMONIUM CHLORIDE, CTAC",2,hexadecyl(trimethyl)azanium;chloride,8154
"CETYLPYRIDINIUM BROMIDE, CETYL PYRIDINIUM BROMIDE",2,1-hexadecylpyridin-1-ium;bromide,8816
CES,2,1-(4-tert-butylphenoxy)propan-2-yl 2-chloroethyl sulfite,8809
CHLOROPHYLLIN,2,"copper;trisodium;3-[20-(carboxylatomethyl)-18-(dioxidomethylidene)-8-ethenyl-13-ethyl-3,7,12,17-tetramethyl-2,3-dihydroporphyrin-23-id-2-yl]propanoate",23725082
CHLORATE,2,chlorate,104770
CEPHALEXIN,2,"(6R,7R)-7-[[(2R)-2-amino-2-phenylacetyl]amino]-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",27447
CBP,2,9-[4-(4-carbazol-9-ylphenyl)phenyl]carbazole,11248716
CEFOXITIN,2,"(6R,7S)-3-(carbamoyloxymethyl)-7-methoxy-8-oxo-7-[(2-thiophen-2-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",441199
CLOBETASOL,2,"(8S,9R,10S,11S,13S,14S,16S,17R)-17-(2-chloroacetyl)-9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",5311051
CM,2,curium,23979
CHONDROITIN SULFATE,2,"(2S,3S,4S,5R,6R)-6-[(2R,3R,4R,5R,6R)-3-acetamido-2,5-dihydroxy-6-sulfooxyoxan-4-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",24766
CHOLESTEROL SULFATE,2,"[(3S,8S,9S,10R,13R,14S,17R)-10,13-dimethyl-17-[(2R)-6-methylheptan-2-yl]-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl] hydrogen sulfate",65076
CIDOFOVIR,2,[(2S)-1-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxypropan-2-yl]oxymethylphosphonic acid,60613
CINNAMOYLGLYCINE,2,2-[[(E)-3-phenylprop-2-enoyl]amino]acetic acid,709625
CBC,2,2-methyl-2-(4-methylpent-3-enyl)-7-pentylchromen-5-ol,30219
BUCILLAMINE,2,(2R)-2-[(2-methyl-2-sulfanylpropanoyl)amino]-3-sulfanylpropanoic acid,656604
CADMIUM SULPHIDE,2,sulfanylidenecadmium,14783
CABENEGRIN A-II,2,"(1R,12R)-15-(4-hydroxy-3-methylbutyl)-5,7,11,19-tetraoxapentacyclo[10.8.0.02,10.04,8.013,18]icosa-2,4(8),9,13(18),14,16-hexaen-16-ol",13292118
CALCIUM HYDROGEN PHOSPHATE,2,calcium;hydrogen phosphate,24441
BUTYLAMINE,2,butan-1-amine,8007
BYC,2,"S-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonooxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-hydroxyphosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethyl] benzenecarbothioate",9543169
C16,2,"(8Z)-8-(1H-imidazol-5-ylmethylidene)-6H-pyrrolo[2,3-g][1,3]benzothiazol-7-one",6490494
CB8,2,"(1R,4S,5R)-3-(1-benzothiophen-2-ylmethoxy)-1,4,5-trihydroxy-2-(thiophen-2-ylmethyl)cyclohex-2-ene-1-carboxylic acid",53313338
"CARBON-13 UREA, 13C-UREA",2,diamino(113C)methanone,636363
CATESTATIN,2,(2S)-2-[[(2S)-5-amino-2-[[(2S)-2-[[2-[[(2S)-1-[2-[[(2S)-2-[[(2S)-2-[[2-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-5-carbamimidamidopentanoyl]amino]-3-hydroxypropanoyl]amino]-4-methylsulfanylbutanoyl]amino]-5-carbamimidamidopentanoyl]amino]-4-methylpentanoyl]amino]-3-hydroxypropanoyl]amino]-3-phenylpropanoyl]amino]-5-carbamimidamidopentanoyl]amino]propanoyl]amino]-5-carbamimidamidopentanoyl]amino]acetyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]-3-phenylpropanoyl]amino]-5-carbamimidamidopentanoyl]amino]acetyl]pyrrolidine-2-carbonyl]amino]acetyl]amino]-4-methylpentanoyl]amino]-5-oxopentanoyl]amino]-4-methylpentanoic acid,16143960
"CASEIN GLYCOMACROPEPTIDE, GLYCOMACROPEPTIDES",2,"(4S)-4-[[(2S)-1-[(2S)-1-[(2S)-2-[[(2S)-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S,3R)-2-[[(2S)-1-[(2S,3R)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-1-[(2S)-2-[[2-[[(2S)-2-[[(2S)-2-[[(2S,3S)-2-[[(2S,3R)-2-[[(2S)-4-amino-2-[[(2S,3S)-2-[[(2S,3R)-2-[[(2S)-1-[(2S,3S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-4-amino-2-[[(2S)-6-amino-2-[[(2S)-6-amino-2-[[(2S)-1-[(2S)-1-[(2S,3S)-2-[[(2S)-2-[[(2S)-2-amino-4-methylsulfanylbutanoyl]amino]propanoyl]amino]-3-methylpentanoyl]pyrrolidine-2-carbonyl]pyrrolidine-2-carbonyl]amino]hexanoyl]amino]hexanoyl]amino]-4-oxobutanoyl]amino]-5-oxopentanoyl]amino]-3-carboxypropanoyl]amino]hexanoyl]amino]-3-hydroxybutanoyl]amino]-4-carboxybutanoyl]amino]-3-methylpentanoyl]pyrrolidine-2-carbonyl]amino]-3-hydroxybutanoyl]amino]-3-methylpentanoyl]amino]-4-oxobutanoyl]amino]-3-hydroxybutanoyl]amino]-3-methylpentanoyl]amino]propanoyl]amino]-3-hydroxypropanoyl]amino]acetyl]amino]-4-carboxybutanoyl]pyrrolidine-2-carbonyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxybutanoyl]pyrrolidine-2-carbonyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxybutanoyl]amino]-4-carboxybutanoyl]amino]propanoyl]amino]-3-methylbutanoyl]amino]-4-carboxybutanoyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxybutanoyl]amino]-3-methylbutanoyl]amino]propanoyl]amino]-3-hydroxybutanoyl]amino]-4-methylpentanoyl]amino]-4-carboxybutanoyl]amino]-3-carboxypropanoyl]amino]-3-hydroxypropanoyl]pyrrolidine-2-carbonyl]amino]-4-carboxybutanoyl]amino]-3-methylbutanoyl]amino]-3-methylpentanoyl]amino]-4-carboxybutanoyl]amino]-3-hydroxypropanoyl]pyrrolidine-2-carbonyl]pyrrolidine-2-carbonyl]amino]-5-[[(2S,3S)-1-[[(2S)-4-amino-1-[[(2S,3R)-1-[[(2S)-1-[[(2S)-5-amino-1-[[(2S)-1-[[(2S,3R)-1-[[(2S)-1-[[(2S,3R)-1-[[(2S)-1-[[(1S)-1-carboxy-2-methylpropyl]amino]-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1,5-dioxopentan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-1,4-dioxobutan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-5-oxopentanoic acid",137321953
CALYCOSIN-7-O-BETA-D-GLUCOSIDE,2,"3-(3-hydroxy-4-methoxyphenyl)-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",5318267
CAMYLOFIN,2,3-methylbutyl 2-[2-(diethylamino)ethylamino]-2-phenylacetate,5902
CALCIUM SALT,2,"calcium;(3R,5R)-7-[2,3-bis(4-fluorophenyl)-4-(phenylcarbamoyl)-5-propan-2-ylpyrrol-1-yl]-3,5-dihydroxyheptanoate",131632040
3-HYDROXY-CIS-5-TETRADECENOYLCARNITINE,2,(4S)-4-[(Z)-3-hydroxytetradec-5-enoyl]oxy-4-(trimethylazaniumyl)butanoate,53481679
3-HYDROXY-3-METHYLGLUTARYL COENZYME A,2,"[(2R,3R,5R)-5-(6-aminopurin-9-yl)-2-[[[[(3S)-4-[[3-[2-[(3R)-3,5-dihydroxy-3-methylpentanoyl]sulfanylethylamino]-3-oxopropyl]amino]-3-hydroxy-2,2-dimethyl-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]-4-hydroxyoxolan-3-yl] phosphate",15983953
